вызывали,"['tran', 'past']"
демонстрировали,"['tran', 'past']"
считалось,"['intr', 'past']"
могла,"['intr', 'past']"
прекращались,"['intr', 'past']"
посылали,"['tran', 'past']"
прибывали,"['intr', 'past']"
прошёл,"['tran', 'past']"
подхватили,"['tran', 'past']"
принимали,"['tran', 'past']"
осуществлял,"['tran', 'past']"
допускались,"['intr', 'past']"
произносились,"['intr', 'past']"
послужили,"['intr', 'past']"
разместилась,"['intr', 'past']"
повторяют,"['tran', 'pres']"
подчёркивают,"['tran', 'pres']"
претендует,"['intr', 'pres']"
танцевала,"['tran', 'past']"
усыновил,"['tran', 'past']"
уехала,"['intr', 'past']"
провела,"['tran', 'past']"
позволили,"['tran', 'past']"
решила,"['tran', 'past']"
отделяла,"['tran', 'past']"
потеряла,"['tran', 'past']"
переместились,"['intr', 'past']"
